,PhraseNo,Phrase,IsHateSpeech
969,970,"['Lakawa', 'dawasen', 'dawasa', 'wala', 'pallata', 'yanne', 'mewan', 'akalpa', 'athi', 'minisun', 'bihi', 'nowena', 'nisa']",NO
970,971,"['Hari', 'ithin', 'ehe', 'wage', 'president', 'ekenk', 'innawanam', 'akuratama', 'raja', 'kari', 'karanna', 'eka', 'mokakda']",NO
973,974,"['Dan', 'ithin', 'උන්', 'ගැන', 'එක', 'එක', 'සී', 'පද', 'කියයි']",NO
975,976,"['Ape', 'minissu', 'nm', 'ithin', 'match', 'eka', 'balala', 'ginna', 'niunatath', 'passe', 'ethanata', 'yanne']",NO
976,977,"['Meka', 'sira', 'ada', 'news', 'walatat', 'pennuwa']",NO
978,979,"['මිලියන', '4', 'යි', 'ජනගහනය', 'අපට', 'මිලියන', '20', 'යි', 'රටක්', 'හැදෙනව', 'නම්', 'හැදෙන්නෙ', 'මෙහෙමයි']",NO
982,983,"['Me', 'manssayek', 'karapu', 'wade', 'nisa', 'ara', 'lamai', 'මැරෙන්නට', 'tibba', 'ratak', 'lowak', 'duk', 'una', 'oya', 'wage', 'dura', 'dakin', 'nathi', 'modayo', 'ekka', 'තමන්ගෙ', 'pana', 'wage', 'lamai', 'yawan', 'epa', 'දෙමව්පියන්', 'ta', 'hoda', 'පාඩමක්', 'මේකෙන්', 'ගත්තම', 'ඉවරයි']",NO
983,984,"['Mama', 'adambarawanawa', 'magana', 'nodanna', 'tawa', 'ayata', 'makadi', 'lankawat', '2', 'wani', 'tana', 'innawa', 'gugal', 'walin', '1', 'Singapore', 'anith', 'waddo', 'apita', 'passa']",NO
984,985,"['Mole', 'tikak', 'thiyanava', 'neda', 'aulak', 'okkoma', 'pili', 'gani', 'add', 'akak', 'kiyala', 'arakath']",NO
985,986,"['Ane', 'ithin', 'mewa', 'hodai', 'mole', 'nethi', 'unta', 'viswasa', 'karanna']",NO
986,987,"['Metharam', 'hodata', 'avith', 'awasaane', 'sarame', 'giyanew']",NO
987,988,"['මේක', 'තමයි', 'අපේ', 'රටේ', 'රත්තරන්', 'මිනිස්සුන්', 'ගේ', 'සැගවෙලා', 'තියන', 'DN', 'එක']",NO
989,990,"['කරදරේකදි', 'වගේම', 'අනිත්', 'හැම', 'වෙලාවෙමත්', 'ඔය', 'මනුස්සකම', 'ඔය', 'විදියට', 'තියේ', 'නම්', 'ගොඩක්', 'ලස්සන', 'රටක්', 'මේ', 'රට', 'Respect']",NO
991,992,"['winayak', 'athuwa', 'wahana', 'elawana', 'magra', 'neethi', 'pilipadina', 'riyaduran', 'pirisak', 'bihikireemay', 'yugaye', 'awashyathawaya', 'nathuwa', 'murandu', 'awadanam', 'nosalakilimath', 'kalakanni', 'kiyanna', 'wachana', 'nahe', 'happala', 'atha', 'paya', 'kkadala', 'jeewitha', 'paligaththama', 'ane', 'apoy', 'kiyala', 'duk', 'wela', 'wadak', 'nahe']",NO
992,993,"['mowunta', 'uparima', 'danduwam', 'dena', 'thada', 'neethi', 'hadanna', 'ona', 'kenek', 'maruwama', 'miniya', 'nochariyen', 'eliyata', 'ganna', 'issella', 'happapu', 'eka', 'epa', 'pita', 'eliyata', 'daalaa']",NO
993,994,"['ithin', 'minissu', 'bayanahe', 'diyunu', 'ratawalwala', 'wage', 'neethi', 'thadin', 'kriyath', 'maka', 'karala', 'dadi', 'danduwam', 'denna', 'ona']",NO
994,995,"['ape', 'ayata', 'thama', 'happunama', 'nidahasata', 'karu', 'daahak', 'thiyenne', 'break', 'nathiwuna', 'lissuwaa', 'dakke', 'nahe', 'eka', 'para', 'panna']",NO
995,996,"['Malinga', 'labana', 'mase', 'candawta', 'gihin', 'golble', 't20', 'tournament', 'eka', 'sellan', 'karanawa']",NO
996,997,"['Sumathipala', 'pamanak', 'iwath', 'kalata', 'wedak', 'Naha', 'Ekata', 'manapa', 'un', 'hatagananak', 'withara', 'innawa', 'unuth', 'me', 'game', 'wala', 'Kota', 's', 'karayo']",NO
997,998,"['Mewage', 'manussakamak', 'thiyana', 'ratharam', 'minissun', 'lankawe', 'Inna', 'eka', 'gana', 'proud', 'wenawa', 'respected', 'you', 'd', 'work', 'me', 'wage', 'ashinsaka', 'dupath', 'minissunta', 'thama', 'lankawe', 'manussakamak', 'thiyana', 'anith', 'kalakani', 'loku', 'add', 'damata', 'appreciate', 'you', 'services', 'Budun', 'wadiya', 'rate', 'inne', 'deviwaru', 'mewage', 'ayata', 'thanks', 'pin', 'labend', 'blessings', 'themselves', 'to', 'have', 'better', 'lifestyle', 'Salli', 'wasiyata', 'manussakamak', 'thiyana', 'kalakani', 'Inna', 'society', 'eka', 'mewage', 'deviwawaru', 'wage', 'Aya', 'Inna', 'ekath', 'proud', 'of', 'Sri', 'Lanka']",NO
998,999,"['Buki', 'karayonta', 'owa', 'dunnma', 'u', 'ekath', 'wikunagena', 'kanawa', 'mokada', 'munta', 'ona', 'kohomahari', 'salli']",NO
1004,1005,"['රටක්', 'ජාතියක්', 'වශයෙන්', 'මනුස්සකමින්', 'අපි', 'අංක', '1']",NO
1007,1008,"['උන්', 'ආපු', 'වීල්', 'එක', 'නවත්තලා', 'ගෑනු', 'අය', 'බැහැලා', 'අපේ', 'එකාව', 'වීල්', 'එකට', 'දාගෙන', 'හොස්පිටල්', 'එකට', 'යනකං', 'උදව්', 'කරා', 'දෙයියෝ', 'බැලුවා', 'වගේ', 'රත්තරං', 'කොල්ලො', 'ටිකක්', 'අපි', 'පිස්සෝ', 'වගේ', 'ICU', 'එකට', 'දිව්වා']",NO
1008,1009,"['දන්න', 'එකෙක්', 'ඉන්නවානම්', 'අපිට', 'උන්වා', 'හොයලා', 'දියං', 'වැදලා', 'ඉස්තූති', 'කරන්න', 'කෑගල්ල', 'රිදීතොටුව', 'පාර', 'නිල්', 'පාට', '2', 'stroke', 'වීල්', 'එකක්', 'Sagara', 'Wickramasinghe', 'පුලුවන්', 'නම්', 'බලපං']",NO
1009,1010,"['Muslim', 'ekkenekuth', 'othana', 'innawa', 'katha', 'karanne', 'eya', 'thamai', 'Monawa', 'unath', 'api', 'okkoma', 'lankikayan', 'kaata', 'karadarayak', 'unath', 'Ape', 'rate', 'kenektane']",NO
1012,1013,"['ubatath', 'oi', 'udaw', 'karapu', 'anith', 'ayatath', 'godak', 'pin', 'mchn', 'respect', 'mchn', 'sirawatama', 'adarei', 'mchn']",NO
1013,1014,"['Thambila', 'ohammmai', 'kiyala', 'comment', 'ekakuth', 'dekka', 'paraya', 'australia', 'indan', 'dapu', 'ekek', 'owata', 'කලකිරෙනwa']",NO
1014,1015,"['Mechara', 'ara', 'minissu', 'dagaladdi', 'eeka', 'video', 'kara', 'kara', 'hitapu', 'eka', 'kawuda']",NO
1016,1017,"['mea', 'wage', 'dewal', 'media', 'wala', 'penwanne', 'naha', 'minimarana', 'ewanam', 'daanawaa']",NO
1020,1021,"['Respect', 'hamotama', 'budusaranai']",NO
1022,1023,"['Dukedi', 'pihita', 'wena', 'sanwedi', 'Ape', 'Rate', 'ehemai']",NO
1024,1025,"['ආඩම්බරයි', 'මචන්', 'උඹ', 'මේ', 'වගේ', 'වැඩක්', 'කිරිම', 'ගැන', 'RESPECT']",NO
1029,1030,"['Bus', 'ekaka', 'siit', '2', 'k', 'vithara', 'wenkaralama', 'thibboth', 'mokada', 'babala', 'wadan', 'inna', 'ayatama', 'nethuwa', 'lankawe', 'aun', 'hadanda', 'be', 'hoda', 'aya', 'nethuwamath', 'nemei', 'sit', 'aka', 'dunnath', 'eka', 'apasu', 'wenakenekta', 'diila', 'yana', 'minissuth', 'innawa']",NO
1031,1032,"['Ayyo', 'ragamin', 'bahinne', 'ai', 'badulu', 'train', 'ekate', 'nagge', 'eke', 'yanne', 'atha', 'yane', 'minissu', 'Lamai', 'hitiya', 'kiyala', 'ai', 'anunte', 'karaderayak', 'wenne', 'Tikak', 'hamoma', 'gane', 'hithanne', 'ona']",NO
1032,1033,"['මොකක්', 'හරි', 'වෙලා', 'පිරිමියෙක්', 'seat', 'එලක්', 'දුන්නත්', 'ගෑනියෙක්', 'කෙල්ලෙක්', 'නම්', 'කවදාවත්', 'seat', 'එකක්', 'දෙන්නෑ']",NO
1035,1036,"['දරුවෝ', 'වඩාගෙන', 'ඉන්න', 'අම්මලට', 'ෂීටි', 'නොදුන්නට', 'අපි', 'අවුරුදු', '2500ක', 'ඉතිහාසයක්', 'තියෙන', 'පෞඩ', 'ජාතියක්', 'බම්', 'fu']",NO
1036,1037,"['Hithanna', 'payhi', '2k', 'thiyanawa', 'badulla', 'colombo', 'kiyanne', 'kenekta', 'hitagena', 'yannapuluwzn', 'durak', 'neme', 'hodama', 'de', 'welasana', 'gihin', 'nagina', 'eka', 'nathnam', 'book', 'karana', 'eka', 'kauru', 'unath', 'anith', 'aya', 'gana', 'hithanna', 'oone']",NO
1039,1040,"['Bus', 'aheka', 'kochchiyaka', 'Sheet', 'ekak', 'denna', 'ba', 'Fb', 'wall', 'ekenam', 'Manussa', 'kama', 'onatharam', 'Sinhala', 'jathiya', 'Loke', 'wada', 'wemin', 'pawathi']",NO
1040,1041,"['Fb', 'eke', 'boru', 'sobana', 'comment', 'dana', 'hari', 'haiyen', 'kagahana', 'wadi', 'denkuge', 'thathweth', 'oka', 'thamai', 'Ethana', 'eka', 'manussayek', 'uthsaha', 'karaddi', 'wena', 'kenkugen', 'udauwak', 'labunewath', 'naha']",NO
1041,1042,"['Okama', 'matath', 'wela', 'thiyenawa', 'amma', 'kenekuta', 'sheet', 'ekak', 'aran', 'denna', 'gihin', 'Wadak', 'naha', 'lankawe', 'inne', 'fb', 'weerayo', 'tikak', 'Haba', 'lokedi', 'unge', 'jeevithath', 'kunu', 'godawal']",NO
1042,1043,"['Kalin', 'gehein', 'setekak', 'allagena', 'heteye', 'nam', 'ewarai', 'ne', 'hothe', 'padam', 'menessu', 'puruduwela', 'in', 'ne', 'then', 'eka', 'nesa', 'thoskeyanna', 'bahe', 'hema', 'kenekma', 'mahanseyen', 'yanne', 'gaman', 'beman']",NO
1044,1045,"['Sakuni', 'Banneheka', 'මෙයා', 'දාපු', 'comment', 'එකට', 'like', '49ක්', 'ඒකෙන්ම', 'තේරුණා', 'ලංකාවේ', 'මිනිසුන්ගේ', 'තත්වේ', 'සීට්', 'එක', 'දුන්නේ', 'ආයේ', 'ගන්න', 'බලන්', 'නම්', 'දෙන්න', 'එපා', 'මම', 'නම්', 'මගින්', 'බැහැල', 'හරි', 'කරන්න', 'පුලුවන්', 'උදව්වක්', 'කරනවා', 'ඒ', 'මගේ', 'හැටි', 'දෙයක්', 'බලන්', 'උදව්', 'එපා']",NO
1050,1051,"['0', 'atitudes', 'බන්', 'කාලකන්නි']",NO
1051,1052,"['lokuma', 'varada', 'thamai', 'wen', 'karala', 'tiyana', 'seat', 'vala', 'ina', 'un', 'thamai', 'seat', 'denema', 'nathe']",NO
1053,1054,"['Ea', 'unata', 'ape', 'eunge', 'JATHIKATHWAYA', 'khomada']",NO
1055,1056,"['Monava', 'unath', 'ela', 'kollo', 'dennek']",NO
1059,1060,"['board', 'eke', 'inne', 'kuhaka', 'horahaththa', 'putha']",NO
1061,1062,"['උන්ගේ', 'ෆයිල්', 'ඇද්දාම', '77', '88', '89', '94', 'කාලේ', 'බඩ', 'යයි', 'ඕකුට', 'ඒ', 'නිසා', 'අරුන්ගේ', 'ෆයිල්', 'අදින්නෙත්', 'නෑ', 'ගොබ්බ', 'මිනිස්සු', 'අන්ද', 'අන්ද', 'ඉන්නවා']",NO
1063,1064,"['E', 'thamai', 'Nayakayo', 'Api', 'eka', 'horek', 'elawanna', 'thawath', 'horekawa', 'genawa', 'Uge', 'wede', 'parana', 'horawa', 'araksha', 'karamin', 'mooth', 'horakam', 'karana', 'eka']",NO
1064,1065,"['ape', 'rate', 'ewa', 'koheda', 'oya', 'Mahabankuwata', 'kelala', 'tie', 'coat', 'andan', 'parlimen', 'enne', 'ehema', 'ratak', 'lankawa', 'ara', 'kalin', 'dakala', 'na', 'thama']",NO
1065,1066,"['Dan', 'mawa', 'dakala', 'lankawe', 'janadhipathi', 'kiyai', 'mama', 'taliphone', 'aken', 'malayasiyawata', 'katha', 'kala', 'masa', 'dekata', 'mehema', 'dewal', 'une', 'nehe', 'kiyala', 'sirata', 'Facebook', 'akath', 'samaga', 'malen', 'inne']",NO
1067,1068,"['දැක්කාම', 'ඇසට', 'කඳුළු', 'enwa']",NO
1068,1069,"['අවුරුදු', '50', 'ක්', 'වුනත්', 'ලංකාවේ', 'ඔහොම', 'වෙන්නෑ']",NO
1069,1070,"['අපේ', 'උං', 'ගියානං', 'බල්බ්', 'එකේ', 'ඉදන්', 'ගලවං', 'එන්නේ', 'අන්න', 'එහෙමයි', '2500', 'ඉතිහාසෙ', 'හිමි', 'අපි']",NO
1073,1074,"['SL', 'POLICE', 'රටකට', 'අවශ්', 'ය', 'මේ', 'වගේ', 'දේවල්', 'මේ', 'වගේ', 'දෙයක්', 'දකින', 'රටේ', 'තරුණයන්', 'ඊලග', 'පාර', 'අනිවාර්යයෙන්', 'පොලීසිය', 'පැත්තෙන්', 'හිටගන්නවා']",NO
1076,1077,"['vedi', 'thiyaddi', 'duwan', 'awilla', 'ussan', 'yanna', 'baane', 'anee', 'manda', 'caption', 'daaddi', 'poddak', 'kalapana', 'karala', 'daanna']",NO
1079,1080,"['Mataka', 'tiyaganna', 'obalata', 'pihitata', 'enne', 'obala', 'ගෞරව', 'karana', 'car', 'karayo', 'newei', 'me', 'wage', 'ahinsaka', 'minissu', 'tamai']",NO
1085,1086,"['Aniwaren', 'police', 'niladarin', 'ha', 'mahajanathwa', 'athara', 'sambandaya', 'wadiwenawa']",NO
1087,1088,"['Ratheran', 'minissu', 'kiyanne', 'onna', 'oya', 'ayata', 'API', 'hamotama', 'udauviyautui', 'davipihitai']",NO
1088,1089,"['Mudalin', 'maninna', 'beri', 'unath', 'karapu', 'de', 'me', 'minissu', 'agayapu', 'eka', 'watinwa', 'edithara', 'hith', 'ratata', 'onema', 'welwak', 'meka']",NO
1089,1090,"['Nitharama', 'wage', 'kujeetha', 'unath', 'me', 'sathkriyawen', 'nam', 'puujithay', 'sir', 'adambaray', 'awankawama']",NO
1090,1091,"['Obathumaata', 'jayawewaa', 'me', 'wage', 'honda', 'wada', 'walin', 'Obathumaa', 'babalenawaa']",NO
1095,1096,"['Me', 'sahodarawarun', 'age', 'kirima', 'loku', 'deyak', 'Eth', 'daruwekuta', 'thaththek', 'wagema', 'biridekuta', 'swamipurushayek', 'nethi', 'una', 'ekai', 'duka']",NO
1096,1097,"['Niduka', 'nirogi', 'wewa', 'budu', 'saranai']",NO
1099,1100,"['Oba', 'siyalu', 'denata', 'suba', 'anagathayak', 'prarthana', 'karami']",NO
1101,1102,"['Ake', 'sitin', 'gaurawa', 'karami']",NO
1102,1103,"['Eka', 'hoda', 'wadk']",NO
1103,1104,"['Hamptama', 'adarshyak', 'adambarai', 'sinhala', 'yek', 'widihata']",NO
1104,1105,"['Theruwan', 'saranai', 'oyalata']",NO
1105,1106,"['Godak', 'pin']",NO
1106,1107,"['Meka', 'tamai', 'wedakne', 'one', 'hodai', 'n', 'iyamai', 'budusaranai']",NO
1107,1108,"['Rate', 'tiyana', 'nithiya', 'nisai', 'baya', 'Minissu', 'udau', 'karanta', 'Sir']",NO
1108,1109,"['කියන්න', 'කිසිම', 'දෙයක්', 'ne', 'අයියෙ', 'respect', 'karanawa', 'හදවතින්ම']",NO
1109,1110,"['Agayanna', 'one', 'a', 'manussa', 'kama', 'obata', 'budu', 'saranai']",NO
1110,1111,"['Matanam', 'කෝටියක්', 'dunnat', 'policeya', 'aunta', 'udau', 'karanna', 'na']",NO
1112,1113,"['Apage', 'uththamacharaya', 'depirisatama']",NO
1114,1115,"['Kalaguna', 'salakeema', 'uthum', 'kriyawak']",NO
1118,1119,"['Matara', 'aya', 'krunawantai']",NO
1119,1120,"['polisiye', 'me', 'uthum', 'kriyavata', 'mage', 'gauravaya']",NO
1121,1122,"['Super', 'kollo', 'lankawe']",NO
1126,1127,"['අපේ', 'නිලදාරින්ගෙ', 'නිල', 'ඇදුම', 'උනත්', 'PHI', 'මහත්තයෙක්ගෙන්', 'වෙනස්', 'වෙන්නෙ', 'තුවක්කුවෙන්', 'විතරයිනෙ']",NO
1129,1130,"['ලෝකෙ', 'හොදම', 'පුහුණුවක්', 'සහිත', 'පොලිස්', 'ඒකක', 'අතරින්', '6', 'වෙනියට', 'ඉන්නෙ', 'STF', 'එක', 'මෝටාර්', 'සහ', 'බර', 'අවි', 'පුහුණුවක්', 'සහිත', 'එකම', 'පොලිස්', 'ඒකකය']",NO
1130,1131,"['Ape', 'rate', 'policiyata', 'Hoda', 'puhunuwak', 'dunna', 'nam', 'lokaye', 'Hodama', 'eka', 'wennath', 'thibuna', 'Eth', 'ape', 'deshapalaka', 'parayo', 'owunta', 'denne', 'ballo', 'nawanba', 'ganige', 'sari', 'Katta', 'Gahanna', 'wage', 'weda', 'Issellama', 'deshapalaka', 'kalakanni', 'Tika', 'ayuda', 'pennannz', 'geniyanna', 'ona']",NO
1131,1132,"['Ammata', 'siri', 'wei', 'mu', 'nikanuth', 'gahana', 'ekee', 'saamaanya', 'minissu', 'baageta', 'marai', 'mun']",NO
1132,1133,"['Ape', 'police', 'keeyatada', 'ban', 'inne', 'unta', 'number', 'නැද්ද']",NO
1133,1134,"['a', 'thama', 'abhimanaya', 'e', 'ka', 'police', 'mahath', 'horunta', 'denna', 'kramayak', 'ne', 'ne']",NO
1134,1135,"['Paw', 'ape', 'police', 'නිලධාරින්', 'තේරුම්', 'නැති', 'kama', 'nisa', 'ජීවිතයේ', 'වන්දි', 'ගෙවුවා', 'ape', 'police', 'dukai', 'ගොඩක්', 'දරුවන්', 'දැක්කම']",NO
1137,1138,"['henam', 'api', 'thawath', 'dada', 'kanawa', 'nokarana', 'deewal', 'walata']",NO
1138,1139,"['Ape', 'rate', 'policiye', 'unge', 'badawal', 'duwagannawath', 'pana', 'naanee']",NO
1140,1141,"['Puhunwak', 'denna', 'kalin', 'padiya', 'wedi', 'karanna', 'kiyapiyau', 'neththam', 'ape', 'sakkuwata', 'thamai', 'prashne']",NO
1142,1143,"['Akatanam', 'apith', 'kamathi']",NO
1144,1145,"['Koheda', '200', 'ganak', 'rata', 'kanaeNe']",NO
1145,1146,"['Thawa', 'aurudu', 'siyakin', 'withara', 'balamu', 'lankaee', 'me', 'widihata']",NO
1146,1147,"['Ou', 'eka', 'tami', 'mewage', 'panuwan', 'mat', 'dekalane']",NO
1149,1150,"['කලක්', 'ඔවුන්ගේ', 'නිල', 'ඇදුමේ', 'වර්ණය', 'වෙනස්', 'කිරීම', 'වැනි', 'බාල', 'තීන්දු', 'තීරණ', 'ගන්නට', 'උත්සහ', 'කල', 'AC', 'කාමර', 'වල', 'සුර', 'සැප', 'විදින', 'දේශපාලුවන්', 'කවදාවත්', 'පොලිස්', 'නිලධාරීන්', 'ගේ', 'ජීවිත', 'ආරක්ශාව', 'ගැන', 'හිතුවේ', 'නෑ']",NO
1150,1151,"['දැන්', 'වත්', 'ඇස්කන්', 'ඇරපල්ලා', 'නිල', 'ඇදුමේ', 'වර්ණය', 'වෙනස්', 'කිරීම', 'නොව', 'විශේෂ', 'මෙහෙයුමකදී', 'වත්', 'ඔවුන්ට', 'Body', 'Amer', 'වැනි', 'ජීවිත', 'ආරක්ෂාව', 'තර', 'කරන', 'උපාංග', 'ලබා', 'දිය', 'යුතු', 'නොවේද']",NO
1156,1157,"['Oya', 'oyata', 'kala', 'haki', 'de', 'kala', 'you', 'are', 'a', 'great', 'person', 'I', 'respect', 'you', 'sir', 'namuth', 'oyata', 'oyage', 'jiwithaya', 'nathi', 'una', 'ekagana', 'godak', 'dukai']",NO
1157,1158,"['amuth', 'manussakama', 'ada', 'koheda', 'anunge', 'deyak', 'araksha', 'karanna', 'gihin', 'wedi', 'waduna', 'oyata', 'udawwata', 'awe', 'dennai', 'jiwithayaka', 'watinakamak', 'nadda', 'ada', 'wate', 'ki', 'denek', 'karakki', 'karakul', 'hitiyada', 'vahanaye', 'dora', 'arala', 'denna', 'ekek', 'na', 'mun', 'minissuda']",NO
1158,1159,"['Oyata', 'udaw', 'karapu', 'kolla', 'mara', 'kollek', 'niyama', 'manussayek', 'Namuth', 'oyata', 'unade', 'gana', 'godak', 'dukai']",NO
1166,1167,"['හෙල්මට්', 'එක', 'ගෙන', 'ඉන්නේ', 'වීර', 'පොලිස්', 'නිලදාරියා', 'එයතම', 'සටන්', 'කරන්නේ', 'video', 'එකේ', 'ටිකක්', 'මේක', 'පටලොල', 'තියෙන්නේ']",NO
1167,1168,"['stf', 'එකේ', 'නිලධාරින්', 'අඩුම', 'තරමේ', '8', 'දෙනෙක්', 'ශ්', 'රීලංකාවේ', 'සෑම', 'පොලිස්ථානයකට', 'අනුයුක්ත', 'කල', 'යුතුයි', 'එම', 'නිලධාරින්ට', 'සියළු', 'පහසුකම්', 'ලබා', 'දි', 'මෙවැනි', 'පාපතරයින්', 'මෙලොවින්', 'තුරන්', 'කිරිමට', 'කාලය', 'එලඹ', 'ඇත']",NO
1168,1169,"['Police', 'niladarin', 'sadahada', 'hamuda', 'puhunuwa', 'aniwaraya', 'kala', 'yuthui', 'thawada', 'sema', 'police', 'sthanayak', 'sadaha', 'STF', 'niladari', 'dedenek', 'diya', 'uthui']",NO
1169,1170,"['Niwan', 'suwa', 'lebewa', 'hospital', 'akata', 'aran', 'yanna', 'help', 'karanna', 'athanata', 'ena', 'aiya', 'gena', 'wisthara', 'denmanm', 'thama', 'watinne', 'mokada', 'a', 'aiya', 'hoda', 'deyak', 'karapu', 'nisa']",NO
1172,1173,"['Kosala', 'uba', 'wage', 'ewunta', 'policeye', 'niladarain', 'muna', 'kerath', 'waradi', 'anika', 'hamudawelata', 'wage', 'policeye', 'ayath', 'awurudu', '22', 'pansen', 'yanna', 'dunanm', 'iwarai']",NO
1173,1174,"['Oba', 'miyagiyada', 'hada', 'awadi', 'nokala', 'amana', 'deeshapalakayin', 'oba', 'marademu', 'un', 'malapasu', 'hadanagai', 'Oba', 'ipadunee', 'weradi', 'rataka', 'Obata', 'niwan', 'suwa']",NO
1174,1175,"['Niwan', 'suwa', 'pathanawa', 'hoda', 'hithank', 'thiyana', 'aka', 'manussayek', 'hari', 'hitapu', 'aka', 'gana', 'sathutui', 'udau', 'karanna']",NO
1176,1177,"['Me', 'kole', 'deiyo', 'budun', 'kiyla', 'deyak', 'thyanm', 'oya', 'ilaga', 'athme', 'ipadenne', 'diwya', 'loke', 'sir', 'okun', 'serma', 'ikmnta', 'akuloma', 'yavi', 'mulu', 'ratema', 'pathuma', 'eka']",NO
1177,1178,"['Boya', 'apearatea', 'ranakurin', 'liyaweanawa', 'mathmayo', 'seama', 'police', 'niladariyakutama', 'adarsayak', 'samastha', 'polisciyatama', 'gurawayak', 'obata', 'ajaramara', 'niwansuwa']",NO
1179,1180,"['Wenadata', 'wada', 'Dan', 'Apita', 'sri', 'lanka', 'policiya', 'gana', 'wiswasayak', 'Adarayak', 'thiyenawa', 'Rata', 'wenuwen', 'janathawa', 'wenuwen', 'diwipudana', 'obalata', 'niwansuwa']",NO
1180,1181,"['Niwan', 'suwa', 'ubata', 'mcn', 'as', '2', 'ta', 'kadulu', 'inuwa', 'occhra', 'minissu', 'balan', 'idddi', 'ekama', 'eka', 'rattan', 'kollek', 'awit', 'suranawa', 'usala', 'gannawa', 'ubala', 'wage', 'minissu', 'tama', 'oni', 'bn']",NO
